,VOLUME,VWAP,IMS,TRADES,CONC,TAM_VOLUME,TAM_VWAP,TAM_IMS,TAM_TRADES,TAM_CONC,HFA_VOLUME,HFA_VWAP,HFA_IMS,HFA_TRADES,HFA_CONC,RTW_VOLUME,RTW_VWAP,RTW_IMS,RTW_TRADES,RTW_CONC,B,S,E,F
9743,7839000,103.51,4,5,0.78,7839000.0,103.51,4.0,5.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9745,8862000,27.33,3,3,0.54,8862000.0,27.33,3.0,3.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9746,1965000,93.33,3,3,0.59,0.0,0.0,0.0,0.0,0.0,1965000.0,93.33,3.0,3.0,0.59,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9747,130399400,96.11,7,9,0.85,130399400.0,96.11,7.0,9.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9748,4580,21.16,3,3,0.83,4580.0,21.16,3.0,3.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9749,14300,2863.8,3,7,0.51,14300.0,2863.8,3.0,7.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9750,20513,24.89,4,4,0.47,20513.0,24.89,4.0,4.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9751,197199,18.17,7,10,0.81,197199.0,18.17,7.0,10.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9752,21163,21.19,7,8,0.76,19350.0,21.21,4.0,4.0,0.91,1813.0,20.99,3.0,4.0,0.55,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9753,2085689,23.48,25,65,0.12,1068380.0,23.46,17.0,42.0,0.24,788250.0,23.47,5.0,9.0,0.32,229059.0,23.6,3.0,14.0,0.72,0,1,1,0
9754,3134292,53.57,100,418,0.16,2534571.0,53.58,78.0,194.0,0.22,587258.0,53.55,18.0,185.0,0.35,12463.0,53.51,4.0,39.0,0.88,1,0,1,0
9755,2500000,101.61,3,4,0.66,2500000.0,101.61,3.0,4.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9757,270156100,100.02,4,4,0.62,270156100.0,100.02,4.0,4.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9758,50473,41.34,19,24,0.13,50473.0,41.34,19.0,24.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9759,11289,15.15,3,11,0.84,0.0,0.0,0.0,0.0,0.0,11289.0,15.15,3.0,11.0,0.84,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9760,1443533,53.13,40,93,0.25,847382.0,52.45,27.0,43.0,0.54,596151.0,54.09,13.0,50.0,0.4,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9761,1075837,5.17,9,11,0.43,1075837.0,5.17,9.0,11.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9763,122613,10.02,11,14,0.21,57085.0,9.98,4.0,4.0,0.43,65528.0,10.05,7.0,10.0,0.41,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9764,2911,100.72,5,5,0.31,2911.0,100.72,5.0,5.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9765,708824,10.73,5,6,0.6,708824.0,10.73,5.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9766,435318,11.09,6,69,0.59,0.0,0.0,0.0,0.0,0.0,435318.0,11.09,6.0,69.0,0.59,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9767,145524,23.5,9,10,0.74,141546.0,23.49,5.0,6.0,0.79,3978.0,23.8,4.0,4.0,0.56,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9769,560441,31.4,13,13,0.6,560441.0,31.4,13.0,13.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9770,740453,0.93,7,8,0.35,740453.0,0.93,7.0,8.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9771,59895,9.35,10,25,0.41,2611.0,9.36,6.0,8.0,0.33,57284.0,9.35,4.0,17.0,0.45,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9773,52756,25.4,14,23,0.18,44493.0,25.42,11.0,15.0,0.22,8263.0,25.3,3.0,8.0,0.99,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9774,1493606,54.59,17,22,0.35,1406606.0,54.6,13.0,18.0,0.4,87000.0,54.32,4.0,4.0,0.27,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9775,33363,11.02,15,33,0.19,23337.0,11.01,12.0,14.0,0.21,10026.0,11.04,3.0,19.0,0.97,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9776,669781,25.3,15,23,0.36,3547.0,25.29,6.0,6.0,0.38,666234.0,25.3,9.0,17.0,0.37,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9777,139386,51.02,26,42,0.31,77985.0,51.47,16.0,22.0,0.51,61401.0,50.44,10.0,20.0,0.75,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9778,147968,195.64,70,166,0.15,83769.0,196.02,55.0,108.0,0.12,63493.0,195.11,11.0,41.0,0.63,706.0,198.86,4.0,17.0,0.53,1,0,1,0
9779,11929000,101.43,5,6,0.87,11929000.0,101.43,5.0,6.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9780,31105000,102.88,3,7,0.93,31105000.0,102.88,3.0,7.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9781,546481,2.21,8,10,0.38,546481.0,2.21,8.0,10.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9782,1689700,1.61,3,3,0.38,1689700.0,1.61,3.0,3.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9783,2600000,96.56,3,3,0.63,2600000.0,96.56,3.0,3.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9784,285761,95.0,26,45,0.12,176255.0,94.85,21.0,39.0,0.15,109506.0,95.24,5.0,6.0,0.44,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9785,4770000,97.35,4,5,0.29,4770000.0,97.35,4.0,5.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9786,300500,35.46,7,7,0.6,300500.0,35.46,7.0,7.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9787,17995,53.82,3,10,0.49,0.0,0.0,0.0,0.0,0.0,17995.0,53.82,3.0,10.0,0.49,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9788,162257,3.08,3,4,0.51,162257.0,3.08,3.0,4.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9789,289336,121.06,51,103,0.18,245277.0,121.06,34.0,61.0,0.24,42430.0,121.08,14.0,36.0,0.18,1629.0,121.11,3.0,6.0,0.92,0,1,1,0
9790,700000000,100.03,3,5,0.75,700000000.0,100.03,3.0,5.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9791,96675,79.6,28,39,0.27,64417.0,79.63,22.0,32.0,0.39,32258.0,79.54,6.0,7.0,0.81,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9792,1028066,64.5,87,401,0.18,517146.0,64.6,67.0,139.0,0.14,504542.0,64.4,16.0,236.0,0.59,6378.0,64.59,4.0,26.0,0.65,1,0,1,0
9794,19214,4849.03,7,11,0.52,19214.0,4849.03,7.0,11.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9795,98221,82.29,22,38,0.42,87451.0,82.34,16.0,21.0,0.53,10770.0,81.87,6.0,17.0,0.61,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9796,1563000,184.03,4,5,0.46,1563000.0,184.03,4.0,5.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9797,3400000,116.91,4,4,0.79,3400000.0,116.91,4.0,4.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9798,633600,9.6,3,3,0.43,633600.0,9.6,3.0,3.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9799,5483418,4.61,6,6,0.91,5483418.0,4.61,6.0,6.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9800,17443,4.45,3,3,0.62,17443.0,4.45,3.0,3.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9801,1230888,128.88,34,57,0.15,949288.0,128.77,28.0,39.0,0.22,281600.0,129.27,6.0,18.0,0.32,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9802,28252000,101.29,4,6,0.57,28252000.0,101.29,4.0,6.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9803,7762,81.98,13,16,0.41,6812.0,82.0,9.0,10.0,0.52,950.0,81.81,4.0,6.0,0.58,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9804,18700,6636.52,7,7,0.68,16200.0,6636.82,4.0,4.0,0.89,2500.0,6634.6,3.0,3.0,0.37,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9805,106532,10.15,3,4,0.53,0.0,0.0,0.0,0.0,0.0,106532.0,10.15,3.0,4.0,0.53,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9806,168261,22.68,22,37,0.13,118642.0,22.7,15.0,24.0,0.2,49619.0,22.61,7.0,13.0,0.31,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9808,64920,165.3,34,56,0.21,45127.0,165.21,25.0,42.0,0.34,19793.0,165.51,9.0,14.0,0.48,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9809,1154464,51.77,24,33,0.3,1154464.0,51.77,24.0,33.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9810,8100,1004.63,3,4,0.64,8100.0,1004.63,3.0,4.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9811,87659,160.16,20,32,0.27,87659.0,160.16,20.0,32.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9812,6524258,101.93,3,4,0.96,6524258.0,101.93,3.0,4.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9813,74290,47.58,8,14,0.29,46570.0,47.77,4.0,5.0,0.46,27720.0,47.26,4.0,9.0,0.75,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9814,16853,9.31,5,5,0.23,16853.0,9.31,5.0,5.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9815,5557,63.31,3,3,0.56,5557.0,63.31,3.0,3.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9816,48000,1418.0,7,9,0.24,34700.0,1418.45,4.0,6.0,0.37,13300.0,1416.81,3.0,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9817,628946,5064.22,22,32,0.28,542846.0,5064.34,16.0,22.0,0.38,86100.0,5063.45,6.0,10.0,0.25,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9818,645000,100.61,3,3,0.63,645000.0,100.61,3.0,3.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9819,1065400,2.92,3,4,0.55,1065400.0,2.92,3.0,4.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9820,23217,18.52,8,15,0.32,3673.0,18.81,5.0,8.0,0.34,19544.0,18.47,3.0,7.0,0.44,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9821,5065500000,104.99,4,5,0.97,5065500000.0,104.99,4.0,5.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9822,5067046,0.73,7,8,0.83,5067046.0,0.73,7.0,8.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9824,47250000,100.0,3,3,0.48,47250000.0,100.0,3.0,3.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9825,2085362,29.67,67,107,0.13,1587283.0,29.65,53.0,87.0,0.22,426047.0,29.75,11.0,13.0,0.17,72032.0,29.68,3.0,7.0,0.78,1,0,1,0
9826,16991,258.51,11,12,0.29,6419.0,256.62,7.0,8.0,0.26,10572.0,259.66,4.0,4.0,0.66,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9829,359,11.66,3,3,0.4,359.0,11.66,3.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9831,59810200,104.42,12,16,0.34,59810200.0,104.42,12.0,16.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9832,241368,14.13,5,5,0.5,241368.0,14.13,5.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9834,2021,17.03,6,8,0.33,2021.0,17.03,6.0,8.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9835,18084,9.31,5,6,0.8,18084.0,9.31,5.0,6.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9836,9674,40.52,18,24,0.17,6496.0,40.56,11.0,11.0,0.28,3178.0,40.42,7.0,13.0,0.37,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9837,8540000,95.74,3,3,0.78,8540000.0,95.74,3.0,3.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9838,516867,56.38,25,49,0.19,416951.0,56.23,17.0,35.0,0.27,99916.0,56.99,8.0,14.0,0.31,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9839,93672000,136.22,9,12,0.74,93672000.0,136.22,9.0,12.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9840,369700,35.5,8,9,0.64,369700.0,35.5,8.0,9.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9841,434236,261.46,44,62,0.36,100520.0,261.37,34.0,49.0,0.22,82279.0,261.38,7.0,9.0,0.37,251437.0,261.53,3.0,4.0,0.99,0,1,1,0
9842,4800,3249.17,3,3,0.46,4800.0,3249.17,3.0,3.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9843,260702,1084.1,15,19,0.19,221702.0,1084.21,11.0,14.0,0.25,39000.0,1083.51,4.0,5.0,0.34,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9846,255303,3.57,3,3,0.96,255303.0,3.57,3.0,3.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9847,60155,165.08,32,50,0.12,54369.0,165.14,28.0,43.0,0.14,5786.0,164.56,4.0,7.0,0.57,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9848,143391000,84.61,9,15,0.45,90251000.0,84.42,6.0,9.0,0.99,53140000.0,84.94,3.0,6.0,0.44,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9849,89000,96.34,3,3,0.4,89000.0,96.34,3.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9850,3516001,56.6,48,81,0.24,3327107.0,56.57,40.0,68.0,0.26,188894.0,57.15,8.0,13.0,0.24,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9851,612782,165.16,61,150,0.28,449032.0,165.24,45.0,104.0,0.43,27272.0,165.24,13.0,39.0,0.18,136478.0,164.91,3.0,7.0,0.99,1,0,1,0
9853,82805,19.71,3,4,0.9,82805.0,19.71,3.0,4.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9856,5400,2991.72,3,4,0.5,5400.0,2991.72,3.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9857,320706,9.8,16,18,0.25,157056.0,9.81,13.0,15.0,0.37,163650.0,9.79,3.0,3.0,0.62,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9858,9058,16.86,6,6,0.54,9058.0,16.86,6.0,6.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9859,423100,25.62,5,5,0.8,423100.0,25.62,5.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9860,84245,25.58,5,8,0.85,84245.0,25.58,5.0,8.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9861,288840,28.53,11,20,0.41,288840.0,28.53,11.0,20.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9862,15900,40.69,3,3,0.55,15900.0,40.69,3.0,3.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9863,5000,10.84,3,4,0.49,5000.0,10.84,3.0,4.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9864,67619,1536.12,8,10,0.24,33619.0,1535.81,5.0,6.0,0.32,34000.0,1536.43,3.0,4.0,0.62,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9865,24100,3272.99,6,7,0.67,20700.0,3273.65,3.0,4.0,0.89,3400.0,3268.97,3.0,3.0,0.47,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9866,72808700,106.1,10,18,0.35,72808700.0,106.1,10.0,18.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9869,65844,46.74,15,23,0.29,55941.0,46.75,12.0,17.0,0.39,9903.0,46.71,3.0,6.0,0.58,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9870,40445000,91.44,3,3,0.45,40445000.0,91.44,3.0,3.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9871,23149,27.96,7,8,0.29,21204.0,27.96,4.0,5.0,0.34,1945.0,27.97,3.0,3.0,0.95,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9872,625,26.13,3,3,0.66,625.0,26.13,3.0,3.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9873,1065000,95.09,3,3,0.63,1065000.0,95.09,3.0,3.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9874,101707,6.03,5,7,0.31,101707.0,6.03,5.0,7.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9875,817750000,113.43,4,4,0.59,817750000.0,113.43,4.0,4.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9876,8898934,81.41,75,107,0.17,4046476.0,81.42,55.0,85.0,0.1,1388400.0,81.38,12.0,13.0,0.3,3464058.0,81.42,8.0,9.0,0.97,1,0,1,0
9877,164092,16.19,23,37,0.42,145699.0,16.2,17.0,23.0,0.52,18393.0,16.08,6.0,14.0,0.48,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9878,521417,8.11,8,8,0.37,521417.0,8.11,8.0,8.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9879,7186470,120.62,10,11,0.28,7186470.0,120.62,10.0,11.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9880,2037574,76.56,105,264,0.28,1899260.0,76.55,79.0,176.0,0.32,134364.0,76.72,19.0,71.0,0.37,3950.0,76.49,7.0,17.0,0.37,0,1,1,0
9881,87361,1.68,6,7,0.45,87361.0,1.68,6.0,7.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9882,9240000,91.71,5,5,0.37,9240000.0,91.71,5.0,5.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9883,90220,66.25,27,62,0.18,44646.0,66.24,17.0,30.0,0.41,45574.0,66.27,10.0,32.0,0.3,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9884,5284,489.92,4,5,0.38,5284.0,489.92,4.0,5.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9885,145878,16.7,6,6,0.35,54404.0,16.68,3.0,3.0,0.61,91474.0,16.72,3.0,3.0,0.68,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9887,97806,63.91,17,81,0.43,72916.0,63.74,12.0,19.0,0.69,24890.0,64.41,5.0,62.0,0.73,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9888,18088000,104.95,6,7,0.81,18088000.0,104.95,6.0,7.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9889,224000,102.44,3,3,0.63,224000.0,102.44,3.0,3.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9890,5515000,83.46,5,5,0.68,5515000.0,83.46,5.0,5.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9891,1300000,98.67,3,3,0.41,1300000.0,98.67,3.0,3.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9892,24499,4.94,3,6,0.84,0.0,0.0,0.0,0.0,0.0,24499.0,4.94,3.0,6.0,0.84,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9893,1007595,8.92,22,44,0.26,415934.0,8.83,11.0,14.0,0.69,584660.0,8.98,8.0,27.0,0.42,7001.0,9.22,3.0,3.0,0.75,1,0,1,0
9894,89000,65.18,4,4,0.62,89000.0,65.18,4.0,4.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9895,294000,105.58,4,5,0.32,294000.0,105.58,4.0,5.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9896,18399300,8059.05,12,15,0.33,18399300.0,8059.05,12.0,15.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9898,961081,1.54,6,8,0.31,961081.0,1.54,6.0,8.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9899,354559900,104.18,4,7,0.96,354559900.0,104.18,4.0,7.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9900,85262,48.16,17,26,0.51,83946.0,48.14,12.0,16.0,0.53,1316.0,49.31,5.0,10.0,0.43,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9902,125760,11.84,12,16,0.44,119353.0,11.84,8.0,9.0,0.49,6407.0,11.84,4.0,7.0,0.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9903,20871,38.79,4,8,0.95,20871.0,38.79,4.0,8.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9904,21341,12.47,3,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21341.0,12.47,3.0,3.0,0.5,0,1,1,0
9905,1021989000,103.25,8,22,0.34,571989000.0,103.17,4.0,17.0,0.87,450000000.0,103.35,4.0,5.0,0.34,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9906,2648104,89.61,24,42,0.19,1797682.0,89.62,19.0,28.0,0.33,850422.0,89.6,5.0,14.0,0.35,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9907,51938,15.35,6,6,0.34,51938.0,15.35,6.0,6.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9908,101159,57.42,36,67,0.08,69042.0,57.46,28.0,51.0,0.11,32117.0,57.35,8.0,16.0,0.27,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9909,197402,98.54,7,9,0.88,197402.0,98.54,7.0,9.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9910,1187299,2.78,10,11,0.55,1187299.0,2.78,10.0,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9911,142300,106.07,5,5,0.47,142300.0,106.07,5.0,5.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9912,25172,1.33,3,4,0.5,0.0,0.0,0.0,0.0,0.0,25172.0,1.33,3.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9913,279,18.56,4,4,0.45,279.0,18.56,4.0,4.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9914,4594872000,94.67,21,40,0.14,4594872000.0,94.67,21.0,40.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9915,159481,43.87,17,31,0.46,125714.0,43.86,10.0,15.0,0.73,33767.0,43.89,7.0,16.0,0.22,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9916,235556,109.03,29,60,0.25,211532.0,108.98,21.0,41.0,0.31,24024.0,109.47,8.0,19.0,0.27,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9918,873,9.77,3,4,0.78,0.0,0.0,0.0,0.0,0.0,873.0,9.77,3.0,4.0,0.78,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9919,101790,44.59,20,32,0.49,76086.0,44.55,12.0,14.0,0.81,25704.0,44.68,8.0,18.0,0.48,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9920,16032,28.59,3,3,0.52,16032.0,28.59,3.0,3.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9921,29826,3179.14,6,7,0.56,7126.0,3180.67,3.0,3.0,0.46,22700.0,3178.66,3.0,4.0,0.92,0.0,0.0,0.0,0.0,0.0,0,1,1,0
