,VOLUME,VWAP,IMS,TRADES,CONC,TAM_VOLUME,TAM_VWAP,TAM_IMS,TAM_TRADES,TAM_CONC,HFA_VOLUME,HFA_VWAP,HFA_IMS,HFA_TRADES,HFA_CONC,RTW_VOLUME,RTW_VWAP,RTW_IMS,RTW_TRADES,RTW_CONC,B,S,E,F
1765,5540000,94.34,4,6,0.45,5540000.0,94.34,4.0,6.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1766,13173,26.28,3,4,0.47,13173.0,26.28,3.0,4.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1767,305208,15.06,3,4,0.47,305208.0,15.06,3.0,4.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1768,29000,94.96,3,3,0.41,29000.0,94.96,3.0,3.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1769,3363,21.79,4,6,0.41,3363.0,21.79,4.0,6.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1770,52785,76.12,21,43,0.27,29637.0,75.97,13.0,24.0,0.68,23148.0,76.31,8.0,19.0,0.29,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1771,3943,124.32,4,8,0.72,0.0,0.0,0.0,0.0,0.0,3943.0,124.32,4.0,8.0,0.72,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1772,17288000,106.9,7,8,0.26,17288000.0,106.9,7.0,8.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1773,406100,2.91,3,3,0.78,406100.0,2.91,3.0,3.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1774,228900,145.73,5,8,0.29,228900.0,145.73,5.0,8.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1775,24557,40.95,19,29,0.51,7189.0,40.78,14.0,18.0,0.32,17368.0,41.02,5.0,11.0,0.97,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1776,341000,101.06,3,4,0.5,341000.0,101.06,3.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1777,235146,73.54,6,9,0.34,235146.0,73.54,6.0,9.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1778,107128,49.32,4,6,0.43,107128.0,49.32,4.0,6.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1779,2856924000,100.0,5,9,0.48,2856924000.0,100.0,5.0,9.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1780,51647,143.43,22,27,0.14,35464.0,143.49,19.0,24.0,0.13,16183.0,143.29,3.0,3.0,0.8,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1781,9135,1792.61,4,6,0.31,9135.0,1792.61,4.0,6.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1782,106956,178.79,40,86,0.16,85191.0,178.86,33.0,66.0,0.23,21765.0,178.54,7.0,20.0,0.3,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1783,401,731.06,4,4,0.67,401.0,731.06,4.0,4.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1784,98939,112.93,4,4,0.73,98939.0,112.93,4.0,4.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1785,735,46.07,3,5,0.53,735.0,46.07,3.0,5.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1786,3531484,0.75,7,9,0.38,3531484.0,0.75,7.0,9.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1787,18480000,110.35,3,4,0.51,18480000.0,110.35,3.0,4.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1790,2783139,197.7,37,100,0.16,2081293.0,197.56,31.0,48.0,0.23,701846.0,198.11,6.0,52.0,0.59,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1791,6482,47.76,8,11,0.28,1655.0,47.84,4.0,4.0,0.66,4827.0,47.73,4.0,7.0,0.42,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1792,32423,377.06,8,8,0.31,32423.0,377.06,8.0,8.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1794,9843,39.15,7,8,0.3,9843.0,39.15,7.0,8.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1795,117818,14.98,3,3,0.77,117818.0,14.98,3.0,3.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1796,474726,130.37,67,235,0.08,390515.0,130.4,52.0,93.0,0.08,82895.0,130.25,12.0,135.0,0.73,1316.0,129.36,3.0,7.0,0.69,0,1,1,0
1797,99963,13.9,4,7,0.45,0.0,0.0,0.0,0.0,0.0,99963.0,13.9,4.0,7.0,0.45,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1798,31864,20.82,6,8,0.48,31864.0,20.82,6.0,8.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1799,422286,13.15,17,37,0.79,23486.0,13.2,13.0,17.0,0.28,398800.0,13.15,4.0,20.0,0.89,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1800,7901,10.14,7,12,0.27,4106.0,10.13,4.0,5.0,0.53,3795.0,10.14,3.0,7.0,0.54,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1802,6393,57.61,4,4,0.74,6393.0,57.61,4.0,4.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1803,11400,2525.37,3,3,0.56,11400.0,2525.37,3.0,3.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1804,47961,13.79,7,8,0.88,1405.0,13.66,4.0,4.0,0.49,46556.0,13.8,3.0,4.0,0.93,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1805,8232,98.24,16,22,0.22,1804.0,98.02,9.0,11.0,0.21,6428.0,98.3,7.0,11.0,0.34,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1806,103427,64.4,3,3,0.99,103427.0,64.4,3.0,3.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1808,21154,18528.32,10,11,0.23,21154.0,18528.32,10.0,11.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1809,75600,2088.72,5,5,0.5,75600.0,2088.72,5.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1810,10755,81.18,15,19,0.31,8569.0,80.87,11.0,13.0,0.44,2186.0,82.4,4.0,6.0,0.63,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1811,1638,30.57,3,3,0.54,1638.0,30.57,3.0,3.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1812,206943,5.0,3,3,0.81,206943.0,5.0,3.0,3.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1813,69641,22.31,23,39,0.13,44237.0,22.36,19.0,30.0,0.13,25404.0,22.24,4.0,9.0,0.61,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1814,16026600,106.03,6,7,0.51,16026600.0,106.03,6.0,7.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1815,7210068,119.63,18,27,0.23,7210068.0,119.63,18.0,27.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1816,134753,7.38,3,4,0.68,134753.0,7.38,3.0,4.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1818,176738,22.64,12,12,0.38,176738.0,22.64,12.0,12.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1819,3722000,102.43,3,3,0.99,3722000.0,102.43,3.0,3.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1820,383675,37.03,23,28,0.33,83450.0,36.88,18.0,22.0,0.25,300225.0,37.07,5.0,6.0,0.52,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1822,218351,12.33,8,8,0.69,218351.0,12.33,8.0,8.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1824,20000,19.27,3,3,0.6,20000.0,19.27,3.0,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1825,44810000,104.39,3,6,0.54,44810000.0,104.39,3.0,6.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1826,54031,22.9,21,37,0.17,33303.0,22.95,16.0,24.0,0.16,20728.0,22.84,5.0,13.0,0.75,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1827,3577228,4.6,5,5,0.49,3577228.0,4.6,5.0,5.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1828,24423000,100.35,7,9,0.63,24423000.0,100.35,7.0,9.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1830,4385000,110.75,3,3,0.98,4385000.0,110.75,3.0,3.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1831,27830530,5824.01,10,13,0.2,27830530.0,5824.01,10.0,13.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1832,78126,6.39,3,7,0.4,78126.0,6.39,3.0,7.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1833,61396,12.17,6,6,0.31,61396.0,12.17,6.0,6.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1834,4889000,93.76,5,6,0.51,4889000.0,93.76,5.0,6.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1835,63300,40.72,7,7,0.44,63300.0,40.72,7.0,7.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1836,32800,64.19,4,4,0.44,32800.0,64.19,4.0,4.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1838,343000,142.63,3,5,0.7,343000.0,142.63,3.0,5.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1840,1072479,10.57,4,6,0.9,1072479.0,10.57,4.0,6.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1841,514793,65.7,28,44,0.26,391124.0,65.7,18.0,27.0,0.4,123669.0,65.67,10.0,17.0,0.59,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1843,1955000,157.5,4,4,0.69,1955000.0,157.5,4.0,4.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1844,351200000000,105.41,3,4,0.74,351200000000.0,105.41,3.0,4.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1845,25272,129.04,8,9,0.29,11125.0,129.24,5.0,6.0,0.36,14147.0,128.88,3.0,3.0,0.69,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1846,21985000,80.55,7,8,0.51,21985000.0,80.55,7.0,8.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1847,207106,27.79,5,5,0.93,207106.0,27.79,5.0,5.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1848,18082,14.95,8,9,0.65,18082.0,14.95,8.0,9.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1849,302026,2.6,3,3,0.94,302026.0,2.6,3.0,3.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1850,604939,119.3,66,261,0.16,319419.0,119.53,48.0,85.0,0.31,229020.0,118.96,14.0,168.0,0.52,56500.0,119.38,4.0,8.0,0.58,1,0,1,0
1851,180889,8.15,7,7,0.54,180889.0,8.15,7.0,7.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1853,884678000,96.34,3,4,0.78,884678000.0,96.34,3.0,4.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1854,900000,95.58,3,3,0.41,900000.0,95.58,3.0,3.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1856,2013600,1.09,7,8,0.3,497206.0,1.08,4.0,5.0,0.44,1516394.0,1.09,3.0,3.0,0.49,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1857,16832,126.31,5,5,0.24,16832.0,126.31,5.0,5.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1858,674350,43.28,46,78,0.33,635079.0,43.27,40.0,69.0,0.37,37367.0,43.36,3.0,3.0,0.52,1904.0,43.13,3.0,6.0,0.87,1,0,1,0
1859,493,654231.06,25,29,0.14,431.0,654312.67,20.0,23.0,0.17,62.0,653663.71,5.0,6.0,0.64,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1861,77144,24.89,13,17,0.6,75840.0,24.89,8.0,11.0,0.62,1304.0,24.95,5.0,6.0,0.24,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1862,375475,20.19,16,17,0.51,371695.0,20.2,13.0,14.0,0.52,3780.0,20.02,3.0,3.0,0.75,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1863,99804,26.72,14,19,0.36,74007.0,26.75,9.0,10.0,0.55,25797.0,26.64,5.0,9.0,0.81,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1864,2572,374.59,5,8,0.56,2572.0,374.59,5.0,8.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1866,45758,23.01,3,3,0.77,45758.0,23.01,3.0,3.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1868,69512,0.28,3,3,0.38,69512.0,0.28,3.0,3.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1869,76352,74.68,3,4,0.99,76352.0,74.68,3.0,4.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1871,8319275,101.1,6,6,0.41,8319275.0,101.1,6.0,6.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1873,6145000,55.83,3,3,0.95,6145000.0,55.83,3.0,3.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1874,14805,8.24,3,3,0.43,14805.0,8.24,3.0,3.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1875,222120,108.37,41,64,0.16,190573.0,108.56,34.0,53.0,0.2,28666.0,106.95,4.0,4.0,0.61,2881.0,109.77,3.0,7.0,0.44,1,0,1,0
1876,4717000,101.35,6,7,0.32,4717000.0,101.35,6.0,7.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1877,1571820,37.89,3,33,0.69,1571820.0,37.89,3.0,33.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1878,54000,3024.1,6,11,0.49,42600.0,3027.66,3.0,5.0,0.74,11400.0,3010.81,3.0,6.0,0.53,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1879,1075100,319.71,115,442,0.17,898407.0,319.8,91.0,230.0,0.23,175223.0,319.26,15.0,169.0,0.32,1470.0,318.48,9.0,43.0,0.62,1,0,1,0
1880,83271,710.64,70,136,0.18,72202.0,710.65,53.0,101.0,0.24,9751.0,710.88,14.0,28.0,0.29,1318.0,708.34,3.0,7.0,0.89,0,1,1,0
1881,45298000,98.3,8,9,0.27,45298000.0,98.3,8.0,9.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1882,5339,2.38,3,3,0.37,0.0,0.0,0.0,0.0,0.0,5339.0,2.38,3.0,3.0,0.37,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1883,3800,7118.82,3,3,0.65,3800.0,7118.82,3.0,3.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1884,1819,10.04,3,3,0.74,1819.0,10.04,3.0,3.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1885,1099900,117.8,4,8,0.4,1099900.0,117.8,4.0,8.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1886,336000,102.16,3,4,0.81,336000.0,102.16,3.0,4.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1887,995021,184.75,68,240,0.14,914089.0,184.77,51.0,120.0,0.16,57395.0,184.52,12.0,97.0,0.26,23537.0,184.27,5.0,23.0,0.9,0,1,1,0
1888,93096,58.99,22,43,0.18,84605.0,58.92,17.0,24.0,0.21,8491.0,59.64,5.0,19.0,0.7,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1889,86441,3.44,3,3,0.52,86441.0,3.44,3.0,3.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1891,389745,9.23,19,22,0.37,267023.0,9.22,12.0,13.0,0.68,122722.0,9.25,7.0,9.0,0.47,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1892,778,28.78,4,5,0.85,778.0,28.78,4.0,5.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1893,35810,51.5,10,16,0.32,35810.0,51.5,10.0,16.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1894,814870,21.83,24,35,0.49,770599.0,21.82,12.0,19.0,0.54,32425.0,21.97,9.0,11.0,0.42,11846.0,22.06,3.0,5.0,0.94,0,1,1,0
1895,38352,108.97,10,12,0.36,38352.0,108.97,10.0,12.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1896,11360000,97.69,3,5,0.96,11360000.0,97.69,3.0,5.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1897,25575,14.53,18,26,0.28,20139.0,14.54,15.0,20.0,0.39,5436.0,14.49,3.0,6.0,0.88,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1898,206089,9.75,4,4,0.92,206089.0,9.75,4.0,4.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1899,38774,96.45,4,4,0.66,38774.0,96.45,4.0,4.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1900,759800,15.29,4,4,0.85,759800.0,15.29,4.0,4.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1901,36700,10.05,3,3,0.96,36700.0,10.05,3.0,3.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1902,21445,3.67,4,4,0.47,21445.0,3.67,4.0,4.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1903,88591,160.53,21,47,0.44,33535.0,160.05,18.0,26.0,0.47,55056.0,160.82,3.0,21.0,0.95,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1904,28612,16.19,12,28,0.31,19970.0,16.21,9.0,11.0,0.45,8642.0,16.15,3.0,17.0,0.97,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1905,1471268,23.03,21,25,0.21,1471268.0,23.03,21.0,25.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1906,980097,145.93,81,164,0.19,473012.0,145.99,60.0,106.0,0.09,506585.0,145.87,18.0,49.0,0.65,500.0,145.99,3.0,9.0,0.73,0,1,1,0
1907,1131,35.56,3,3,0.96,1131.0,35.56,3.0,3.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1908,677041000,124.47,10,18,0.49,8241000.0,124.93,7.0,8.0,0.24,668800000.0,124.47,3.0,10.0,0.51,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1910,4536,56.21,3,3,0.99,4536.0,56.21,3.0,3.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1912,80700,4.69,5,5,0.39,80700.0,4.69,5.0,5.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1913,6400000,23.44,3,4,0.49,6400000.0,23.44,3.0,4.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1914,56101,122.97,20,28,0.21,42097.0,122.92,16.0,20.0,0.27,14004.0,123.11,4.0,8.0,0.87,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1915,13323000,104.99,4,4,0.95,13323000.0,104.99,4.0,4.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1916,76757,4.62,3,4,0.62,76757.0,4.62,3.0,4.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1917,120,609170.5,5,7,0.39,120.0,609170.5,5.0,7.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1918,2294697,1.48,4,5,0.77,2294697.0,1.48,4.0,5.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1919,101684,71.11,23,65,0.19,43231.0,71.03,16.0,33.0,0.21,58453.0,71.17,7.0,32.0,0.45,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1920,540856,30.31,33,47,0.23,487074.0,30.34,28.0,41.0,0.28,53782.0,29.99,5.0,6.0,0.34,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1921,24457,16.99,4,10,0.87,24457.0,16.99,4.0,10.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1922,109323,65.98,18,23,0.25,109323.0,65.98,18.0,23.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1923,2972597,11.85,30,40,0.29,2649502.0,11.85,27.0,35.0,0.36,323095.0,11.84,3.0,5.0,0.42,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1924,6882,109.94,5,6,0.36,6882.0,109.94,5.0,6.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1925,29900,46.88,3,3,0.47,29900.0,46.88,3.0,3.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1926,214037,347.7,99,161,0.06,166111.0,348.0,80.0,138.0,0.08,43493.0,346.81,14.0,18.0,0.38,4433.0,345.33,5.0,5.0,0.6,0,1,1,0
1927,37316,64.29,20,26,0.24,31565.0,64.33,13.0,17.0,0.31,5751.0,64.1,7.0,9.0,0.59,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1928,700000,100.65,3,3,0.43,700000.0,100.65,3.0,3.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1929,10321,36.06,4,8,0.51,10321.0,36.06,4.0,8.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1930,8340,958.57,3,4,0.71,8340.0,958.57,3.0,4.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1931,456507,0.35,4,4,0.42,456507.0,0.35,4.0,4.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1932,793,202.27,3,4,0.72,0.0,0.0,0.0,0.0,0.0,793.0,202.27,3.0,4.0,0.72,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1933,842863,11.73,10,15,0.4,842863.0,11.73,10.0,15.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1934,15036,44.43,3,4,0.51,15036.0,44.43,3.0,4.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1935,3751,14.66,4,5,0.37,3751.0,14.66,4.0,5.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1936,82815,27.98,9,15,0.27,82815.0,27.98,9.0,15.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1937,2011,8.02,3,3,0.49,2011.0,8.02,3.0,3.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1938,900,2310.46,3,3,0.43,900.0,2310.46,3.0,3.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1939,108800,1678.08,7,8,0.5,108800.0,1678.08,7.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1940,59738000,98.55,7,7,0.38,59738000.0,98.55,7.0,7.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1941,47500,2229.91,8,9,0.24,47500.0,2229.91,8.0,9.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1942,338000,109.22,3,3,0.35,338000.0,109.22,3.0,3.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1944,67321,129.69,3,15,0.75,67321.0,129.69,3.0,15.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
